Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
092->000;Пектусин, тбл №10;Иск_3-1-1-3-1-1-2-2-5_1;;;;85;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_2;;;;26;;
092->000;Пектусин, тбл №10;Иск_2-2-1-3-1-1-2-2-6_1;;;;72;;
092->000;Пектусин, тбл №10;Иск_5-5-3-5-3-4-4-4-8_1;;;;91;;
092->000;Пектусин, тбл №10;Иск_5-3-3-5-3-4-4-4-8_1;;;;200;;
092->000;Пектусин, тбл №10;Иск_5-3-3-5-3-4-4-4-8_2;;;;85;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_3;;;;72;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_4;;;;35;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_7;;;;79;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_8;;;;85;;
092->000;Пектусин, тбл №10;Иск_1-1-1-3-1-3-1-2-2_3;;;;85;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_11;;;;84;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_12;;;;80;;
092->000;Пектусин, тбл №10;Иск_3-1-1-3-2-2-2-2-4_1;;;;33;;
092->000;Пектусин, тбл №10;Иск_1-1-2-3-2-1-2-2-5_1;;;;27;;
092->000;Пектусин, тбл №10;Иск_2-1-1-3-1-1-2-2-5_2;;;;91;;
092->000;Пектусин, тбл №10;Иск_2-1-1-4-1-2-2-2-1_1;;;;85;;
092->000;Пектусин, тбл №10;Иск_2-1-1-1-1-1-2-2-1_1;;;;97;;
092->000;Пектусин, тбл №10;Иск_2-1-1-4-1-2-2-2-5_2;;;;85;;
092->000;Пектусин, тбл №10;Иск_1-1-2-4-1-1-2-2-6_1;;;;99;;
092->000;Пектусин, тбл №10;Иск_3-1-1-3-1-1-2-2-5_3;;;;98;;
092->000;Пектусин, тбл №10;Иск_2-1-1-4-1-1-2-2-5_1;;;;38;;
092->000;Пектусин, тбл №10;Иск_2-1-1-3-1-3-1-2-2_1;;;;90;;
092->000;Пектусин, тбл №10;Иск_2-1-1-3-1-1-3-1-5_1;;;;115;;
092->000;Пектусин, тбл №10;Иск_2-1-2-4-1-2-2-2-2;;;;38;;
092->000;Пектусин, тбл №10;Иск_1-1-2-4-2-3-1-2_0;;;;38;;
092->000;Пектусин, тбл №10;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;37;;
092->000;Пектусин, тбл №10;Иск_1-1-3-5-4-3-3-3-2;;;;57;;
092->000;Пассажикс, тбл жеват. 10мг №10;Фармгруппа1;;Желудочно-кишечные;;;;
092->000;Пантенол Фармстандарт, аэр д/наруж 5% 58г;Фармгруппа1;;Ранозаживляющие;;;;
092->000;Памперс премиум кейр мини 4-8кг №20;Иск_1-2-1-3-1-4-3-1-7_4;;;;26;;
092->000;Офлоксацин, тбл п/о 200мг №10;Фармгруппа1;;Противомикробные,фторхинолоны;;;;
092->000;Ортофен, гель 5% туба 30г;Фармгруппа1;;НПВП,местноанестезирующие;;;;
092->000;ОРТИЛИДА 500МГ №120 ТАБ;Фармгруппа1;;#Н/Д;;;;
092->000;Овечье масло крем д/рук алоэ вера 70г;Фармгруппа1;;Уход за кожей (нелечеб., волосы не вкл.);;;;
092->000;Норфлоксацин, тбл п/п/о 400мг №20;Фармгруппа1;;Противомикробные,фторхинолоны;;;;
092->000;Номидес, капс 45мг №10;Фармгруппа1;;Насморк,простуда,п\вирусные;;;;
092->000;Ноздрин спрей назальный 0,1% 10мл;Фармгруппа1;;БАД наружные;;;;
092->000;НОВОСВИТ НЕЖНАЯ ПЕНКА Д'УМЫВАНИЯ Д'ЧУВСТВИТ.КОЖИ 160МЛ;Фармгруппа1;;Уход за кожей (нелечеб., волосы не вкл.);;;;
092->000;Новокаин, р-р д/ин 0.5% 5мл №10;Исключение 3-2-2-5-2-3-4-2-4 Ж;;;;14;;
092->000;Новокаин, р-р д/ин 0.5% 5мл №10;Иск_2-1-1-3-1-1-2-2-5_1_ЖВ;;;;6;;
092->000;Новокаин, р-р д/ин 0.5% 5мл №10;Иск_3-1-1-3-1-1-2-2-5_1_ЖВ;;;;11;;
092->000;Новокаин, р-р д/ин 0.5% 5мл №10;Иск_1-2-1-4-1-4-3-1-7_2_1_ЖВ;;;;21;;
092->000;Тампоны О.В. прокомфорт супер №16;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Тампоны О.В. прокомфорт супер №16;Иск_1-1-1-3-1-1-3-1-5_1;;;;35;;
092->000;Тампоны О.В. прокомфорт супер №16;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;35;;
092->000;Натурино черная смородина  36,4.;Фармгруппа1;;#Н/Д;;;;
092->000;Натурино черная смородина  36,4.;Иск_1-1-1-3-1-1-3-1-5_1;;;;50;;
092->000;Натурино черная смородина  36,4.;Иск_3-2-2-4-2-2-2-2-4_1;;;;85;;
092->000;Натурино черная смородина  36,4.;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;50;;
092->000;Натурино клубника 36,4;Фармгруппа1;;#Н/Д;;;;
092->000;Натурино клубника 36,4;Исключение 3-2-2-5-2-3-4-2-4 О;;;;101;;
092->000;Натурино клубника 36,4;Иск_1-1-1-3-1-1-3-1-5_1;;;;50;;
092->000;Натурино клубника 36,4;Иск_3-2-2-4-2-2-2-2-4_1;;;;85;;
092->000;Натурино клубника 36,4;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;50;;
092->000;Мята перечная листья, пачка 50г;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;40;;
092->000;МЫЛО ДЕГТЯРНОЕ 90ГР.;Фармгруппа1;;Товары и средства для ванны и душа;;;;
092->000;Мое солнышко бальзам п/укусов д/детей 2,8г;Фармгруппа1;;Репелленты и противопедикулезные ср-ва;;;;
092->000;Микодерил, крем 1% 30г;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Микодерил, крем 1% 30г;Исключения ЦО 2;;;;25;;
092->000;Микодерил, крем 1% 30г;Исключения Эластичные 1;;;;15;;
092->000;МексиВ 6,тбл п п/о №30;Фармгруппа1;;ЦНС, мозг;;;;
092->000;Мастокрель, крем-гель 75гр.;Фармгруппа1;;БАД наружные;;;;
092->000;Масло эфирное кедр, 10мл;Фармгруппа1;;Ароматерапия, натуральные масла;;;;
092->000;Масло эфирное иланг иланг, 10мл;Фармгруппа1;;Ароматерапия, натуральные масла;;;;
092->000;Марля медицинская 3м;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Мамавит, гель 50мл;Фармгруппа1;;БАД наружные;;;;
092->000;Малавит крем д/рук и ногтей 75мл;Фармгруппа1;;Уход за кожей (нелечеб., волосы не вкл.);;;;
092->000;МАЛАВИТ 50МЛ ФЛ;Фармгруппа1;;#Н/Д;;;;
092->000;МАЛАВИТ 50МЛ ФЛ;Исключения ЦО 2;;;;12;;
092->000;МАЛАВИТ 50МЛ ФЛ;Исключения Эластичные 1;;;;40;;
092->000;МАЛАВИТ 50МЛ ФЛ;Исключение 3-2-2-5-2-3-4-2-4 О;;;;31;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_1-1-1-3-1-1-3-1-5_1;;;;42;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_1-1-1-3-1-3-1-2-2_4;;;;25;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_2-1-2-4-1-2-2-2-2;;;;22;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_1-1-2-4-2-3-1-2_0;;;;26;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;42;;
092->000;МАЛАВИТ 50МЛ ФЛ;Иск_1-1-3-5-4-3-3-3-2;;;;25;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Фармгруппа1;;#Н/Д;;;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Исключение 3-2-2-5-2-3-4-2-4 О;;;;23;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_1-1-1-3-1-1-3-1-5_1;;;;35;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_2-1-1-4-1-2-2-2-4_1;;;;20;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_1-1-1-3-1-3-1-2-2_4;;;;20;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_2-1-2-4-1-2-2-2-2;;;;22;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;35;;
092->000;МАЛАВИТ 30МЛ ФЛАКОН;Иск_1-1-3-5-4-3-3-3-2;;;;15;;
092->000;ЛЬНЯНОЕ МАСЛО СЛАВЯНКА АРИНА 200МЛ.;Фармгруппа1;;#Н/Д;;;;
092->000;Лоратадин-Акрихин, тбл 10мг №10;Иск_1-1-1-3-1-1-3-1-5_1_ЖВ;;;;5;;
092->000;Лоратадин-Акрихин, тбл 10мг №10;Иск_2-1-1-3-1-1-2-2-5_1_ЖВ;;;;6;;
092->000;Лоратадин-Акрихин, тбл 10мг №10;Иск_2-1-1-2-2-2-2-2-5_1_ЖВ;;;;8;;
092->000;Лоратадин-Акрихин, тбл 10мг №10;Иск_1-2-1-4-1-4-3-1-7_2_1_ЖВ;;;;5;;
092->000;Кетопрофен-Тева, гель 2.5% 30г;Фармгруппа1;;НПВП,местноанестезирующие;;;;
092->000;Девясил корневища и корни, ф/пак 1.5г №20;Иск_1-2-1-3-1-4-3-1-7_4;;;;5;;
092->000;ПОВЯЗКА КОСМОПОР ANTIBACT С СЕРЕБРОМ 15Х6 П'ОПЕРАЦ. №1 ХАРТ;Иск_4-1-2-2-2-2-2-3-4_1;;;;35;;
092->000;ШАМПУНЬ ХЭД ЭНД ШОЛДЕРС 200МЛ ЯБЛОЧНАЯ СВЕЖЕСТЬ;Фармгруппа1;;Сред для волос(шамп,бальз,краски,маски);;;;
092->000;ПОВЯЗКА КОСМОПОР-Е 10Х8 П'ОПЕРАЦ. №10 ХАРТ;Иск_2-1-1-3-1-1-2-2-5_1;;;;31;;
092->000;ПОВЯЗКА КОСМОПОР-Е 10Х8 П'ОПЕРАЦ. №10 ХАРТ;Иск_4-1-2-1-2-2-2-3-1_1;;;;57;;
092->000;Сантимин (вишня) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин (земляника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин (малина) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин (манго) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин (персик) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин (черника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин(апельсин) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин(клубника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин(лесная ягода) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Сантимин(лимон) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" апельс и мандар ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" апельсин ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" ваниль ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" вишня ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" земляникаф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" клубника ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" лесные ягоды ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" лимон ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" лотоса ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" малина ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" манго ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" черн. смородина ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" черника ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай "Похудей для здоровья людей" яблоко ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей , ф/пак №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Ананас, ф/пак №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Апельсин+Мандарин, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Апельсин, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Блэк, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Ваниль ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Вишневый, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Земляничн., ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Капучино ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Клубничн., ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Лесная Ягода, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Лимонный, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Малиновый, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Манго, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Мандарин, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Мелисса, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей Персик, ф/пак. №30;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Апельсин;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Вишня;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Клубника;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Лесная ягода;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Лимон;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Малина;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 персик;Свойство для поднятия версии;;;;28122018,03;;
092->000;Чай Сантимин, №30 Черника;Свойство для поднятия версии;;;;28122018,03;;
092->000;ТЕСТ НА ОВУЛЯЦИЮ КЛИАБЛУ №7 ЦИФРОВОЙ;НЕ приоритет МК;;;;;;
